#FactTable
ID,D1,D2,Fact1,Fact2
7269,B,Y,10,263
7270,B,Y,95,794
7271,B,Z,74,208
7272,A,Y,27,865
7273,A,Y,78,47
7274,B,Z,6,343
7275,C,Y,81,440
7276,B,Z,12,449
7277,C,Y,11,374
7278,A,Y,27,172
7279,A,X,6,650
7280,B,Z,65,595
7281,B,Y,18,358
7282,B,Z,54,238
7283,A,Y,36,900
7284,B,Y,98,923
7285,B,Z,75,549
7286,C,Y,1,9
7287,A,X,89,83
7288,B,X,79,223
7289,C,X,54,849
7290,C,X,39,749
7291,B,X,39,425
7292,A,Y,1,168
7293,C,X,70,238
7294,A,Z,20,437
7295,C,Z,50,438
7296,C,X,6,543
7297,A,X,55,168
7298,C,Z,75,75
7299,B,X,24,748
7300,B,Z,99,499
7301,C,Y,58,149
7302,B,Y,10,547
7303,A,Z,88,874
7304,A,Z,17,579
7305,B,Y,98,608
7306,B,Z,21,519
7307,B,X,56,445
7308,A,Y,79,328
7309,C,X,62,865
7310,B,X,36,679
7311,B,Z,96,102
7312,A,Y,75,813
7313,C,Y,52,709
7314,A,Z,86,502
7315,B,Z,54,445
7316,A,X,49,242
7317,C,Y,18,24
7318,A,X,14,942
7319,A,Y,57,166
7320,C,Z,82,665
7321,B,Z,67,187
7322,A,Z,29,479
7323,A,X,80,53
7324,C,Y,91,102
7325,B,Y,5,323
7326,C,Y,86,349
7327,B,Y,10,959
7328,B,Y,57,203
7329,A,Y,74,968
7330,B,Z,46,775
7331,B,X,21,985
7332,A,X,50,453
7333,A,X,10,647
7334,B,X,40,907
7335,B,Z,44,963
7336,B,X,92,474
7337,C,Y,8,755
7338,A,X,91,605
7339,B,Y,78,161
7340,B,X,90,592
7341,A,X,95,830
7342,B,Y,70,975
7343,B,Y,32,770
7344,B,Z,91,781
7345,B,Y,54,340
7346,C,X,81,26
7347,B,X,77,590
7348,B,X,27,68
7349,A,X,59,847
7350,C,X,77,791
7351,A,X,25,235
7352,B,Y,13,820
7353,A,Y,34,800
7354,C,Y,22,275
7355,B,X,48,49
7356,B,Z,38,390
7357,B,Z,98,652
7358,B,Y,12,630
7359,C,X,44,708
7360,B,Z,44,635
7361,A,Z,93,308
7362,B,X,69,296
7363,A,Z,43,973
7364,B,Z,73,904
7365,B,Y,70,889
7366,C,Z,17,451
7367,C,Z,76,106
7368,C,Y,21,698
7369,A,X,82,700
7370,A,Y,44,174
7371,A,Z,3,170
7372,B,Z,9,592
7373,B,Z,54,794
7374,B,X,55,441
7375,B,X,6,28
7376,C,X,56,665
7377,B,Y,69,254
7378,A,Y,4,583
7379,A,Z,69,554
7380,B,X,42,815
7381,C,Z,17,490
7382,C,Y,97,836
7383,C,Z,83,69
7384,C,X,28,566
7385,B,Y,59,785
7386,C,Z,22,85
7387,C,Z,42,939
7388,B,Y,61,239
7389,A,X,44,619
7390,B,Z,17,225
7391,A,Z,4,773
7392,B,Y,56,514
7393,C,Z,78,852
7394,C,Z,54,859
7395,C,Y,5,530
7396,A,X,89,910
7397,A,X,56,873
7398,B,Z,88,25
7399,A,Z,23,238
7400,B,Z,55,850
7401,B,Z,51,113
7402,A,X,25,264
7403,B,Y,4,698
7404,C,Y,67,397
7405,A,X,33,933
7406,C,Y,84,969
7407,B,X,64,275
7408,A,X,88,207
7409,C,X,21,377
7410,B,Y,14,178
7411,A,X,37,454
7412,A,Z,84,251
7413,C,X,21,519
7414,C,Y,58,984
7415,B,X,35,713
7416,B,Y,4,846
7417,A,Z,88,917
7418,A,Z,61,232
7419,B,Z,54,625
7420,C,Y,99,716
7421,C,Z,58,474
7422,A,Z,92,757
7423,A,X,2,78
7424,C,Y,42,706
7425,B,Y,90,518
7426,A,Y,20,708
7427,A,Y,48,765
7428,A,Z,63,529
7429,A,Y,81,879
7430,A,Y,44,123
7431,A,Z,58,993
7432,C,Z,12,85
7433,C,Y,46,428
7434,B,Y,21,621
7435,C,X,30,226
7436,C,Z,43,513
7437,B,Z,72,240
7438,A,Z,51,302
7439,C,Z,12,16
7440,C,Z,77,401
7441,B,X,19,939
7442,B,X,71,259
7443,C,Y,73,529
7444,A,X,77,469
7445,A,X,19,38
7446,B,Z,20,173
7447,B,X,65,166
7448,A,Y,11,299
7449,C,Y,92,130
7450,C,Y,93,871
7451,B,Z,16,755
7452,C,Y,36,59
7453,A,Y,85,643
7454,C,X,20,399
7455,B,Z,23,234
7456,B,Y,64,717
7457,B,Y,14,987
7458,C,Z,13,161
7459,A,Z,68,880
7460,C,X,2,988
7461,C,Y,88,199
7462,B,Y,69,427
7463,C,Y,1,60
7464,C,Z,74,233
7465,B,X,86,478
7466,B,Y,19,872
7467,A,Z,29,748
7468,C,X,29,296
7469,A,Z,17,978
7470,B,Y,90,303
7471,C,Z,7,233
7472,A,Y,44,606
7473,C,Y,79,437
7474,C,X,37,561
7475,B,Z,77,202
7476,C,Y,9,246
7477,A,Z,9,850
7478,B,Z,46,704
7479,C,X,51,715
7480,A,Y,45,397
7481,C,X,37,382
7482,C,Z,28,496
7483,A,Y,26,639
7484,A,X,69,992
7485,B,Z,57,642
7486,B,X,30,282
7487,C,Y,31,153
7488,B,X,38,590
7489,C,X,77,234
7490,B,X,66,223
7491,C,Z,39,242
7492,B,X,15,813
7493,B,Z,39,568
7494,C,Z,14,875
7495,A,X,38,937
7496,B,Y,94,237
7497,C,Y,95,287
7498,C,Y,40,442
7499,C,Y,12,532
7500,A,X,34,733
7501,A,X,60,945
7502,B,Z,61,263
7503,C,Z,48,877
7504,A,Z,40,75
7505,A,Z,24,247
7506,A,Y,1,681
7507,A,X,3,980
7508,C,Y,44,625
7509,B,Y,80,825
7510,A,Z,7,263
7511,B,Z,74,550
7512,A,Y,13,977
7513,A,Z,56,6
7514,B,Y,48,419
7515,B,Z,99,909
7516,C,Z,68,862
7517,C,Z,74,883
7518,C,X,27,789
7519,C,X,48,94
7520,B,Z,88,267
7521,B,Y,63,476
7522,A,Y,17,307
7523,B,X,13,765
7524,A,X,77,226
7525,C,X,57,491
7526,A,X,95,459
7527,C,Z,45,222
7528,A,Z,17,523
7529,C,Y,59,912
7530,B,X,33,183
7531,C,Y,58,658
7532,C,Z,67,350
7533,A,Z,8,849
7534,B,Y,41,825
7535,A,Z,57,77
7536,B,X,35,989
7537,B,Y,7,773
7538,C,X,78,263
7539,C,X,48,622
7540,C,X,57,959
7541,A,Y,8,376
7542,A,X,47,51
7543,B,Z,52,562
7544,A,X,18,813
7545,C,Z,17,171
7546,A,X,33,159
7547,A,X,23,340
7548,B,Z,22,659
7549,C,X,77,931
7550,A,Y,46,286
7551,A,X,19,847
7552,B,X,17,911
7553,B,Y,42,493
7554,B,X,64,763
7555,C,Y,69,131
7556,B,X,98,251
7557,A,Z,64,194
7558,A,Y,39,904
7559,C,Z,11,370
7560,B,Z,8,291
7561,C,Y,87,473
7562,C,X,71,928
7563,C,Z,31,110
7564,C,X,87,706
7565,B,Z,53,381
7566,C,Z,51,357
7567,C,Z,67,326
7568,C,Y,13,165
7569,A,Y,30,522
7570,B,X,60,440
7571,C,X,99,72
7572,A,Z,20,55
7573,B,X,25,196
7574,C,Z,78,402
7575,B,Z,62,611
7576,B,Y,90,619
7577,B,Y,85,857
7578,C,Z,21,830
7579,C,Z,61,688
7580,B,Y,57,863
7581,A,X,42,869
7582,B,Y,34,809
7583,C,X,31,672
7584,C,Y,12,10
7585,C,Z,26,364
7586,C,Z,23,17
7587,B,Y,54,979
7588,A,X,61,407
7589,B,Z,80,586
7590,C,Y,58,128
7591,B,Y,1,30
7592,A,X,70,836
7593,A,Y,38,197
7594,B,X,41,906
7595,A,Y,43,758
7596,B,Z,55,465
7597,B,X,3,987
7598,A,X,41,672
7599,C,Y,69,200
7600,B,Z,58,537
7601,A,Y,42,82
7602,B,Y,76,615
7603,A,Y,55,258
7604,A,Z,37,742
7605,B,X,29,284
7606,B,Z,53,677
7607,B,Z,98,839
7608,C,Y,10,571
7609,C,Z,4,334
7610,B,X,95,6
7611,A,X,76,241
7612,B,Z,94,952
7613,A,Z,39,793
7614,A,Y,17,519
7615,B,Y,17,363
7616,B,Z,32,754
7617,B,Z,58,887
7618,B,Y,44,466
7619,C,Y,44,691
7620,B,Z,2,334
7621,B,Y,50,487
7622,A,X,80,838
7623,C,Y,70,617
7624,A,Z,50,263
7625,A,Z,60,853
7626,A,X,6,308
7627,B,Z,3,413
7628,C,X,97,174
7629,A,Z,3,734
7630,A,Y,18,434
7631,C,X,71,800
7632,A,Z,32,377
7633,B,X,9,294
7634,A,X,90,384
7635,B,Y,91,220
7636,C,Z,39,697
7637,B,Z,2,961
7638,C,Y,61,43
7639,C,X,24,726
7640,B,Y,16,681
7641,A,Y,72,716
7642,A,Z,75,518
7643,A,Y,53,874
7644,A,Z,60,11
7645,A,X,44,931
7646,B,Z,38,985
7647,C,Y,76,780
7648,A,X,70,419
7649,C,Y,49,672
7650,A,Z,96,197
7651,A,X,33,412
7652,A,Y,82,40
7653,B,Y,76,917
7654,C,Z,90,410
7655,B,Y,11,451
7656,C,Y,52,258
7657,A,X,81,234
7658,A,X,79,912
7659,A,Z,47,916
7660,B,Z,35,303
7661,C,Z,65,341
7662,C,Z,15,993
7663,C,X,29,975
7664,B,Z,95,45
7665,C,X,29,874
7666,C,Z,64,136
7667,B,Z,74,138
7668,B,Z,28,909
7669,C,X,26,852
7670,C,Y,93,313
7671,B,Z,53,295
7672,B,Z,95,814
7673,B,X,79,740
7674,B,Y,75,943
7675,B,Z,50,689
7676,B,Y,1,826
7677,A,Z,44,659
7678,C,Z,24,435
7679,C,X,97,164
7680,C,Y,98,265
7681,B,Z,87,487
7682,A,X,25,472
7683,C,X,3,17
7684,A,Z,54,265
7685,A,X,88,700
7686,B,X,14,374
7687,C,Z,61,237
7688,A,X,4,564
7689,B,Z,40,281
7690,C,Z,8,909
7691,B,X,47,553
7692,A,Z,23,534
7693,C,Z,73,476
7694,C,X,5,922
7695,C,Z,35,930
7696,C,X,64,845
7697,C,X,8,757
7698,B,Y,52,364
7699,C,X,23,490
7700,B,Z,50,515
7701,C,Z,36,36
7702,A,Y,69,409
7703,B,X,69,840
7704,A,Z,26,268
7705,B,Y,98,313
7706,C,Z,69,40
7707,C,Z,10,336
7708,B,Z,30,809
7709,C,Z,36,972
7710,B,Z,55,227
7711,B,Y,28,354
7712,C,Y,2,295
7713,C,Z,23,497
7714,C,Z,73,645
7715,B,Z,63,461
7716,A,X,57,675
7717,B,X,83,157
7718,B,X,34,366
7719,C,Y,18,974
7720,C,X,39,112
7721,C,Z,61,678
7722,A,Z,54,331
7723,A,Y,79,483
7724,B,Z,30,956
7725,B,Z,64,228
7726,B,Z,44,838
7727,A,Z,70,216
7728,A,X,51,115
7729,B,X,42,26
7730,B,Z,78,23
7731,C,Y,45,415
7732,A,Y,55,91
7733,B,Z,61,948
7734,B,X,5,942
7735,A,Y,27,191
7736,C,Y,30,355
7737,C,Y,36,408
7738,A,Y,91,115
7739,B,Z,74,113
7740,A,Z,69,420
7741,B,Y,31,655
7742,A,Z,83,414
7743,C,Y,75,335
7744,B,Z,86,84
7745,B,Y,79,291
7746,C,X,62,46
7747,C,Y,49,311
7748,C,Z,61,98
7749,B,Z,15,830
7750,C,Y,10,603
7751,C,Z,92,837
7752,B,X,21,468
7753,C,Z,16,110
7754,A,X,67,416
7755,A,Y,20,887
7756,A,Z,23,799
7757,C,X,1,495
7758,B,Y,91,419
7759,C,Y,69,376
7760,A,Z,38,113
7761,C,X,58,546
7762,C,Z,23,516
7763,B,Y,58,672
7764,A,Y,44,915
7765,A,X,61,510
7766,A,Z,36,113
7767,C,X,77,670
7768,A,X,84,802
7769,C,Z,88,984
7770,A,X,28,190
7771,B,Z,21,464
7772,A,Z,44,862
7773,A,X,42,326
7774,B,X,62,390
7775,C,X,55,254
7776,A,Y,55,645
7777,A,Y,21,910
7778,B,Z,3,679
7779,B,X,24,482
7780,C,X,35,980
7781,B,X,59,884
7782,A,Y,85,415
7783,A,X,1,501
7784,C,Z,12,900
7785,B,Y,1,638
7786,C,Y,66,478
7787,B,Z,84,13
7788,A,Y,8,276
7789,A,Z,58,528
7790,C,Z,60,14
7791,B,Y,21,355
7792,A,X,60,341
7793,A,Z,59,284
7794,B,X,49,468
7795,C,X,76,351
7796,C,Y,73,238
7797,C,Z,37,84
7798,C,Y,58,223
7799,C,Y,33,226
7800,A,Y,44,500
7801,B,Z,74,534
7802,C,X,54,466
7803,A,X,70,324
7804,C,Y,22,920
7805,C,Z,7,399
7806,A,Y,23,117
7807,C,Y,14,56
7808,B,Z,69,739
7809,C,X,40,786
7810,A,Y,45,102
7811,B,X,21,835
7812,A,Z,92,727
7813,C,Z,70,58
7814,B,Z,96,320
7815,A,X,71,16
7816,C,X,74,519
7817,A,Y,83,741
7818,C,X,89,470
7819,B,Y,12,204
7820,C,Y,83,844
7821,B,Y,6,820
7822,A,Y,34,111
7823,B,Z,42,967
7824,A,Z,39,344
7825,C,Y,23,915
7826,C,Y,5,782
7827,B,Y,97,628
7828,C,X,38,120
7829,A,X,85,89
7830,C,X,64,328
7831,C,X,7,888
7832,A,Z,30,166
7833,B,X,32,227
7834,C,X,37,260
7835,C,X,60,766
7836,C,Z,36,691
7837,C,X,47,467
7838,C,Y,54,920
7839,B,Z,1,994
7840,B,Z,80,566
7841,A,Z,26,70
7842,B,Z,36,432
7843,A,Y,67,223
7844,B,X,69,922
7845,A,Y,43,694
7846,A,X,22,242
7847,C,Y,16,388
7848,A,X,16,137
7849,C,Y,11,650
7850,A,X,53,895
7851,A,Y,50,89
7852,C,Z,84,562
7853,B,Z,71,941
7854,B,Y,28,31
7855,B,Y,84,460
7856,C,Z,50,191
7857,C,X,94,387
7858,B,Y,41,433
7859,C,X,25,341
7860,C,Y,72,176
7861,B,X,39,268
7862,B,Z,26,225
7863,B,Y,35,797
7864,B,Y,8,244
7865,B,X,19,614
7866,B,Y,9,236
7867,C,Z,42,166
7868,C,Y,87,295
7869,A,X,63,951
7870,C,Z,64,804
7871,A,Y,12,907
7872,B,Y,84,448
7873,A,Z,79,666
7874,B,Y,32,822
7875,A,Y,7,92
7876,C,X,41,469
7877,B,X,86,59
7878,B,Z,75,974
7879,C,Y,52,91
7880,A,Y,19,407
7881,C,Z,50,183
7882,C,X,60,452
7883,B,Z,50,535
7884,B,X,85,670
7885,A,X,55,832
7886,C,Z,10,698
7887,B,Z,44,624
7888,B,X,68,755
7889,A,Y,58,870
7890,A,Z,57,685
7891,A,X,4,769
7892,C,Y,67,743
7893,A,X,2,205
7894,C,Z,88,208
7895,C,Z,61,907
7896,C,X,32,493
7897,B,X,64,460
7898,A,Y,56,998
7899,C,Z,36,366
7900,B,X,97,504
7901,C,Z,44,722
7902,A,Z,6,840
7903,A,Y,39,278
7904,C,Z,2,24
7905,A,Y,90,868
7906,B,Z,41,523
7907,B,X,34,175
7908,A,Z,46,374
7909,C,X,51,786
7910,C,Y,80,524
7911,C,Z,18,40
7912,B,Z,27,553
7913,A,Y,76,192
7914,B,Y,25,393
7915,A,X,51,184
7916,A,X,61,915
7917,B,Z,9,45
7918,B,Z,50,903
7919,A,X,29,485
7920,C,Y,46,352
7921,A,X,39,530
7922,B,Y,17,365
7923,A,Z,16,259
7924,A,X,44,819
7925,A,Z,91,136
7926,B,X,38,86
7927,C,Z,51,2
7928,C,X,6,272
7929,C,Y,4,455
7930,B,X,38,880
7931,B,Y,88,395
7932,C,Z,52,955
7933,A,X,43,714
7934,A,Y,9,937
7935,B,Y,72,631
7936,B,Y,60,57
7937,A,Z,98,846
7938,B,Y,62,71
7939,B,X,59,763
7940,A,Z,12,665
7941,C,Y,54,11
7942,A,Y,80,499
7943,C,X,27,123
7944,C,Y,95,431
7945,C,Z,30,419
7946,A,X,83,705
7947,B,Z,90,862
7948,A,X,33,542
7949,A,Z,9,630
7950,B,Z,97,460
7951,A,Z,51,474
7952,B,X,77,93
7953,B,Z,1,665
7954,C,Y,25,976
7955,B,Y,23,809
7956,C,Z,94,799
7957,C,Z,18,241
7958,B,X,61,737
7959,B,Y,57,125
7960,B,Y,32,552
7961,B,Y,81,492
7962,B,Z,88,958
7963,A,Y,99,866
7964,B,X,90,354
7965,C,X,90,862
7966,A,Z,73,496
7967,B,Z,27,400
7968,B,Y,72,886
7969,C,Z,84,527
7970,C,X,90,443
7971,A,X,36,247
7972,A,X,78,440
7973,B,Y,19,973
7974,A,X,91,278
7975,A,Z,40,574
7976,B,X,51,133
7977,A,Y,78,898
7978,C,Y,3,980
7979,B,Y,84,657
7980,B,Z,78,280
7981,B,X,85,659
7982,A,Z,45,685
7983,B,Y,42,921
7984,C,X,48,601
7985,A,X,69,209
7986,C,X,84,672
7987,A,Z,58,161
7988,C,Y,43,864
7989,B,Z,34,848
7990,B,Y,59,405
7991,A,Z,18,37
7992,B,Z,66,57
7993,A,Z,98,927
7994,B,Z,69,233
7995,A,Y,79,990
7996,A,Z,68,748
7997,C,X,13,886
7998,B,X,64,433
7999,C,Z,51,415
8000,B,Y,73,341
8001,B,Y,6,177
8002,B,X,96,497
8003,C,Z,39,308
8004,C,Z,21,50
8005,C,Z,44,221
8006,B,Z,31,761
8007,A,Y,83,731
8008,B,X,70,466
8009,B,X,95,71
8010,A,X,16,542
8011,B,Y,46,948
8012,C,X,85,898
8013,C,Y,41,7
8014,C,Y,27,951
8015,C,Y,52,822
8016,A,Y,51,118
8017,C,Y,62,558
8018,B,Z,50,504
8019,B,X,96,386
8020,C,Y,64,853
8021,A,X,69,702
8022,B,X,19,734
8023,A,Y,85,882
8024,A,Z,30,234
8025,C,X,95,499
8026,C,X,77,146
8027,B,Z,92,542
8028,A,Z,86,615
8029,A,X,61,120
8030,C,Z,51,700
8031,A,Y,81,328
8032,B,X,51,213
8033,C,Z,64,988
8034,A,Y,74,218
8035,A,Z,76,777
8036,C,X,37,205
8037,C,X,44,984
8038,C,X,88,198
8039,A,Y,3,510
8040,C,X,74,479
8041,B,Z,90,292
8042,A,Y,94,540
8043,A,X,94,250
8044,C,Y,46,222
8045,A,Z,90,496
8046,B,X,43,733
8047,B,Y,8,281
8048,A,Z,58,459
8049,C,X,58,920
8050,C,Z,39,469
8051,B,Y,60,765
8052,A,Z,71,642
8053,A,X,18,744
8054,B,Y,46,263
8055,B,Y,76,118
8056,B,Z,75,867
8057,A,Y,12,218
8058,B,Z,16,799
8059,B,Y,82,655
8060,C,X,45,365
8061,B,X,88,40
8062,A,X,63,875
8063,A,X,34,927
8064,A,Y,10,147
8065,B,X,73,3
8066,A,Y,21,148
8067,A,Y,45,248
8068,B,Y,61,250
8069,B,Y,78,830
8070,C,Z,44,865
8071,C,X,87,17
8072,A,Z,54,744
8073,A,Z,32,571
8074,B,Y,9,742
8075,A,X,40,41
8076,C,Z,15,996
8077,B,Y,62,971
8078,C,X,72,48
8079,A,Z,19,98
8080,C,X,94,580
8081,A,Y,10,854
8082,A,X,3,142
8083,C,X,87,233
8084,B,Z,27,293
8085,B,X,19,351
8086,B,Z,73,428
8087,B,Z,21,594
8088,B,X,65,638
8089,C,Z,55,763
8090,B,X,11,170
8091,B,X,39,29
8092,C,Z,95,877
8093,C,Y,53,547
8094,B,Y,37,827
8095,A,X,59,507
8096,B,X,24,463
8097,B,Z,62,893
8098,C,Z,62,711
8099,C,Z,94,984
8100,A,Y,31,896
8101,A,Y,51,794
8102,C,X,66,797
8103,A,Z,28,164
8104,A,Z,25,710
8105,B,Y,47,512
8106,C,Z,37,758
8107,A,X,52,746
8108,B,Y,38,769
8109,B,Z,25,389
8110,C,Z,74,837
8111,C,Z,68,484
8112,C,X,74,714
8113,A,Z,15,157
8114,A,Y,32,238
8115,C,Y,53,515
8116,B,Y,70,691
8117,B,Z,36,687
8118,C,Z,91,915
8119,A,Y,45,728
8120,C,X,78,882
8121,C,X,85,376
8122,A,X,91,88
8123,B,Z,33,38
8124,B,X,50,816
8125,B,X,56,998
8126,C,X,43,935
8127,C,Y,99,49
8128,B,X,80,479
8129,C,Z,85,945
8130,B,Z,96,262
8131,B,Z,4,838
8132,C,Z,18,515
8133,B,X,25,403
8134,A,Y,71,20
8135,B,Z,53,744
8136,A,Y,86,29
8137,A,X,3,266
8138,B,Y,36,335
8139,B,X,18,705
8140,C,X,14,780
8141,A,Z,18,138
8142,C,Y,52,191
8143,B,Z,56,436
8144,A,Y,6,732
8145,B,Y,79,460
8146,C,Z,37,451
8147,C,Z,16,484
8148,C,X,71,717
8149,B,Y,71,147
8150,B,Z,5,136
8151,C,X,4,66
8152,A,Y,46,890
8153,A,Y,61,287
8154,B,X,31,904
8155,C,Y,48,79
8156,A,X,34,161
8157,B,X,93,872
8158,A,Y,58,354
8159,A,X,64,715
8160,B,Y,64,861
8161,A,Y,88,18
8162,B,Y,55,259
8163,A,Z,80,120
8164,A,Z,28,408
8165,B,Y,54,805
8166,C,Y,30,363
8167,C,Z,31,848
8168,C,Z,16,263
8169,B,Z,88,663
8170,B,Z,47,462
8171,A,Y,32,891
8172,A,Y,38,217
8173,C,Z,97,192
8174,B,X,91,826
8175,A,Y,83,91
8176,C,X,54,253
8177,B,Y,22,288
8178,B,X,92,278
8179,C,Z,79,521
8180,A,Z,2,233
8181,C,Y,80,70
8182,A,X,58,247
8183,A,Z,96,538
8184,B,Z,23,60
8185,B,Z,36,586
8186,B,X,94,907
8187,B,Y,4,528
8188,C,Z,52,936
8189,B,Y,55,799
8190,B,Y,33,965
8191,A,Z,54,745
8192,B,Y,90,781
8193,B,Y,64,500
8194,C,Y,22,838
8195,B,Z,53,745
8196,B,X,3,521
8197,C,Y,12,862
8198,B,Z,70,594
8199,B,Z,32,398
8200,C,Z,30,971
8201,C,Y,62,526
8202,B,Y,7,260
8203,B,Y,38,685
8204,C,Z,1,328
8205,C,Z,8,843
8206,C,Z,31,605
8207,A,Y,74,947
8208,B,Z,99,670
8209,C,Z,56,340
8210,A,X,85,403
8211,B,X,82,545
8212,B,Y,22,740
8213,C,Y,26,501
8214,A,X,23,58
8215,C,Y,45,723
8216,A,Z,10,260
8217,A,Z,23,212
8218,C,Z,54,685
8219,B,Z,37,243
8220,B,Z,89,642
8221,B,X,59,284
8222,A,Y,1,860
8223,B,Z,90,281
8224,A,Z,73,309
8225,B,Z,55,932
8226,C,Z,16,734
8227,C,Y,97,41
8228,A,Y,76,84
8229,A,Z,79,20
8230,B,X,61,635
8231,B,Z,43,157
8232,A,Y,39,141
8233,B,Y,47,47
8234,A,Z,81,222
8235,B,Y,83,69
8236,B,Y,62,156
8237,A,Y,29,119
8238,C,X,65,830
8239,C,Z,97,988
8240,B,Z,67,301
8241,A,Y,49,721
8242,B,X,64,89
8243,B,X,19,170
8244,C,X,48,838
8245,C,Z,81,606
8246,B,Z,38,967
8247,C,X,91,265
8248,B,Z,7,375
8249,C,X,52,996
8250,B,Z,76,447
8251,C,X,2,394
8252,A,Z,2,164
8253,B,Z,26,590
8254,B,Z,62,155
8255,C,Y,62,713
8256,B,X,85,829
8257,A,X,77,638
8258,C,X,70,997
8259,A,Y,52,904
8260,C,Z,83,43
8261,C,Z,25,675
8262,C,Y,37,112
8263,C,Z,41,988
8264,A,X,78,312
8265,B,Y,47,591
8266,A,Y,37,408
8267,B,X,28,986
8268,A,Z,20,294
8269,C,Y,66,713
8270,C,Z,40,342
8271,A,X,31,805
8272,B,X,92,664
8273,C,Z,39,488
8274,C,X,75,926
8275,C,Y,50,141
8276,C,Y,4,321
8277,A,Y,86,999
8278,C,X,3,553
8279,A,Y,38,121
8280,B,Z,5,94
8281,B,Z,42,772
8282,A,X,69,584
8283,A,Z,30,419
8284,A,X,62,192
8285,B,X,94,648
8286,A,Y,29,437
8287,C,Z,77,630
8288,C,Z,20,529
8289,C,Z,10,115
8290,A,Y,78,593
8291,A,Y,53,290
8292,B,Z,87,299
8293,A,X,39,291
8294,A,Z,37,255
8295,C,Y,28,257
8296,C,Z,47,975
8297,A,Y,90,560
8298,C,Z,80,39
8299,C,Z,74,257
8300,A,Z,33,138
8301,B,Z,69,124
8302,C,X,3,498
8303,B,X,36,266
8304,C,X,18,683
8305,C,Z,11,641
8306,C,X,64,633
8307,C,X,73,575
8308,B,Y,83,824
8309,A,Y,38,387
8310,C,Z,76,973
8311,C,X,32,671
8312,C,Z,98,45
8313,C,Y,81,207
8314,A,Y,47,670
8315,B,X,51,772
8316,B,X,36,421
8317,B,Y,77,429
8318,A,Z,69,85
8319,B,Y,98,873
8320,B,X,2,204
8321,A,X,1,397
8322,A,X,7,724
8323,A,X,43,384
8324,C,Z,41,459
8325,B,X,30,413
8326,B,X,56,963
8327,A,X,2,541
8328,C,Z,21,603
8329,A,Y,4,191
8330,C,Y,71,894
8331,A,X,40,398
8332,C,Z,14,8
8333,A,Z,22,737
8334,B,Z,41,482
8335,A,Y,71,253
8336,C,Y,10,453
8337,C,X,86,819
8338,A,Y,91,114
8339,B,Z,28,515
8340,B,X,36,194
8341,B,Z,17,498
8342,B,X,38,955
8343,C,Z,68,948
8344,C,Y,73,297
8345,B,Z,82,768
8346,B,X,59,578
8347,A,Y,71,96
8348,B,Y,9,529
8349,A,Y,78,472
8350,B,Y,89,384
8351,C,Z,47,605
8352,B,X,51,414
8353,A,X,94,555
8354,C,Y,12,778
8355,C,Z,29,474
8356,B,Y,73,364
8357,A,Z,22,629
8358,A,Y,37,617
8359,A,Z,41,378
8360,C,Y,34,840
8361,C,Z,61,997
8362,B,Y,63,883
8363,A,Z,4,295
8364,A,X,80,336
8365,C,Z,37,658
8366,C,Z,90,682
8367,A,Z,72,704
8368,B,X,83,275
8369,B,X,22,140
8370,B,Y,64,384
8371,C,Z,58,475
8372,B,Y,4,685
8373,C,Y,48,438
8374,A,Y,83,214
8375,A,Z,88,362
8376,A,X,48,354
8377,A,Z,97,870
8378,C,X,24,663
8379,A,X,59,624
8380,A,X,96,536
8381,B,Z,43,492
8382,C,X,94,659
8383,A,Z,81,838
8384,C,Z,47,250
8385,C,X,69,899
8386,C,Y,7,180
8387,C,Z,50,118
8388,B,Y,86,885
8389,A,X,68,431
8390,A,X,4,90
8391,C,Y,97,852
8392,B,Y,63,486
8393,B,Y,82,74
8394,B,X,22,153
8395,C,Y,7,547
8396,C,Y,42,945
8397,A,X,85,704
8398,B,X,93,728
8399,A,Y,1,213
8400,A,X,6,354
8401,B,X,51,722
8402,C,Z,30,247
8403,C,Z,68,211
8404,B,X,93,707
8405,A,X,57,710
8406,B,Y,20,980
8407,A,X,3,56
8408,B,Y,75,342
8409,B,Z,19,178
8410,B,Z,76,503
8411,B,Z,51,609
8412,C,X,44,590
8413,B,Y,63,695
8414,A,X,1,108
8415,A,X,11,585
8416,A,Z,48,45
8417,B,Z,17,384
8418,C,Y,93,857
8419,A,X,44,751
8420,C,Y,13,400
8421,A,Y,94,647
8422,C,Z,82,694
8423,A,Y,11,139
8424,C,Y,66,987
8425,B,Z,6,888
8426,C,Z,40,488
8427,A,Y,93,465
8428,A,Y,9,965
8429,B,Z,97,605
8430,A,Y,41,138
8431,C,X,16,758
8432,B,X,2,111
8433,A,Y,39,313
8434,A,Y,34,309
8435,C,X,48,217
8436,C,Z,63,408
8437,C,Z,56,556
8438,C,Z,78,140
8439,A,X,44,709
8440,C,Y,31,245
8441,B,Z,74,797
8442,B,Z,44,867
8443,A,Z,30,407
8444,C,X,7,224
8445,A,Z,20,552
8446,A,Y,23,979
8447,B,Y,23,857
8448,C,Z,41,509
8449,A,Y,87,173
8450,B,Z,76,933
8451,B,Z,69,961
8452,A,Y,15,637
8453,C,Z,37,909
8454,C,Y,74,332
8455,A,Y,14,111
8456,B,Z,80,619
8457,C,X,11,761
8458,A,X,88,953
8459,C,Z,43,381
8460,A,Z,84,997
8461,C,X,89,106
8462,B,Y,90,169
8463,A,X,43,588
